Topic,Label,Word,Weight
25,25_غلاف_نا_غطى_منطق,إسرائيلي,0.023116823652488728
25,25_غلاف_نا_غطى_منطق,ضم,0.022882310009173058
25,25_غلاف_نا_غطى_منطق,خلال,0.0226561648976089
26,26_متظاهر_قوة_قنا_أمني,متظاهر,0.057458709163186975
26,26_متظاهر_قوة_قنا_أمني,قوة,0.052167082124882524
26,26_متظاهر_قوة_قنا_أمني,قنا,0.03843645113309729
26,26_متظاهر_قوة_قنا_أمني,أمني,0.03456828973863823
26,26_متظاهر_قوة_قنا_أمني,فريق,0.03366237370687356
26,26_متظاهر_قوة_قنا_أمني,ين,0.02601503677639535
26,26_متظاهر_قوة_قنا_أمني,مضايق,0.02438323724558873
26,26_متظاهر_قوة_قنا_أمني,مصور,0.02257333063177302
26,26_متظاهر_قوة_قنا_أمني,سلمي,0.021909418643054283
26,26_متظاهر_قوة_قنا_أمني,محتج,0.021470165959029834
27,27_قنبلة_غاز_اختناق_شديد,قنبلة,0.038600495049636724
27,27_قنبلة_غاز_اختناق_شديد,غاز,0.030043543688400124
27,27_قنبلة_غاز_اختناق_شديد,اختناق,0.025748321188363593
27,27_قنبلة_غاز_اختناق_شديد,شديد,0.024333021326240014
27,27_قنبلة_غاز_اختناق_شديد,إصاب,0.022663247242376186
27,27_قنبلة_غاز_اختناق_شديد,أدى,0.02250633676429183
27,27_قنبلة_غاز_اختناق_شديد,مصور,0.022249398915587214
27,27_قنبلة_غاز_اختناق_شديد,علاج,0.021225437390535
27,27_قنبلة_غاز_اختناق_شديد,صوت,0.020523364405042953
27,27_قنبلة_غاز_اختناق_شديد,مقبر,0.01957734490449698
28,28_جندي_ساعي_وا_بيت,جندي,0.026874645842889962
28,28_جندي_ساعي_وا_بيت,ساعي,0.024089765161621916
28,28_جندي_ساعي_وا_بيت,وا,0.021496014606291185
28,28_جندي_ساعي_وا_بيت,بيت,0.02013247908001541
28,28_جندي_ساعي_وا_بيت,ضرب,0.019953393571937372
28,28_جندي_ساعي_وا_بيت,حاجز,0.019214760669794887
28,28_جندي_ساعي_وا_بيت,عسكري,0.01910792849725999
28,28_جندي_ساعي_وا_بيت,قام,0.018940577481469236
28,28_جندي_ساعي_وا_بيت,مستوطن,0.017460153765276456
28,28_جندي_ساعي_وا_بيت,قو,0.01688704579259813
29,29_ضم_طاقم_عابد_قباطية,ضم,0.04799376688037626
29,29_ضم_طاقم_عابد_قباطية,طاقم,0.04569796353533252
29,29_ضم_طاقم_عابد_قباطية,عابد,0.03440053530857704
29,29_ضم_طاقم_عابد_قباطية,قباطية,0.03343789217536218
29,29_ضم_طاقم_عابد_قباطية,مراسل,0.03258089764215747
29,29_ضم_طاقم_عابد_قباطية,مخيم,0.03140107933866463
29,29_ضم_طاقم_عابد_قباطية,عتيق,0.031090772529566733
29,29_ضم_طاقم_عابد_قباطية,قو,0.030539118363828506
29,29_ضم_طاقم_عابد_قباطية,نا,0.029048104300655714
29,29_ضم_طاقم_عابد_قباطية,غطى,0.027619516836925945
30,30_مصور_ضم_طاقم_تلفزيون,مصور,0.03322085206368626
30,30_مصور_ضم_طاقم_تلفزيون,ضم,0.02805538705477343
30,30_مصور_ضم_طاقم_تلفزيون,طاقم,0.028016435045313457
30,30_مصور_ضم_طاقم_تلفزيون,تلفزيون,0.025848765698740835
30,30_مصور_ضم_طاقم_تلفزيون,مراسل,0.02424471679242402
30,30_مصور_ضم_طاقم_تلفزيون,عبد,0.02286031483167338
30,30_مصور_ضم_طاقم_تلفزيون,عابد,0.022259808832305345
30,30_مصور_ضم_طاقم_تلفزيون,غطى,0.02112141324415322
30,30_مصور_ضم_طاقم_تلفزيون,عسكري,0.020961668593698024
30,30_مصور_ضم_طاقم_تلفزيون,ات,0.020499148121380477
31,31_بحش_غاز_دفع_جندي,بحش,0.04208744392998707
31,31_بحش_غاز_دفع_جندي,غاز,0.03511996714594134
31,31_بحش_غاز_دفع_جندي,دفع,0.02950068746063146
31,31_بحش_غاز_دفع_جندي,جندي,0.02739936427752299
31,31_بحش_غاز_دفع_جندي,استيطان,0.026871543175942977
31,31_بحش_غاز_دفع_جندي,قنبل,0.02641625783304873
31,31_بحش_غاز_دفع_جندي,اشتي,0.026085909895234724
31,31_بحش_غاز_دفع_جندي,ضرب,0.02596293793031628
31,31_بحش_غاز_دفع_جندي,غطى,0.02585865434646603
31,31_بحش_غاز_دفع_جندي,نعم,0.02388051563110782
32,32_صفح_فايسبوك_حساب_إدار,صفح,0.05386330329264719
32,32_صفح_فايسبوك_حساب_إدار,فايسبوك,0.05100010381227663
32,32_صفح_فايسبوك_حساب_إدار,حساب,0.04963074923536488
32,32_صفح_فايسبوك_حساب_إدار,إدار,0.04407280259543266
32,32_صفح_فايسبوك_حساب_إدار,نشر,0.03747265359894589
32,32_صفح_فايسبوك_حساب_إدار,أغلق,0.03505745751927158
32,32_صفح_فايسبوك_حساب_إدار,إغلاق,0.03423545073115618
32,32_صفح_فايسبوك_حساب_إدار,معيار,0.030340154099454997
32,32_صفح_فايسبوك_حساب_إدار,صفحة,0.02444091381145277
32,32_صفح_فايسبوك_حساب_إدار,حج,0.023404086993571858
33,33_مراسل_مستوطن_بحش_قديم,مراسل,0.03287825040568618
33,33_مراسل_مستوطن_بحش_قديم,مستوطن,0.03144048667523557
33,33_مراسل_مستوطن_بحش_قديم,بحش,0.03016511259523478
33,33_مراسل_مستوطن_بحش_قديم,قديم,0.028681438643029855
33,33_مراسل_مستوطن_بحش_قديم,غطى,0.028049024703038834
33,33_مراسل_مستوطن_بحش_قديم,اشتي,0.02752112606741579
33,33_مراسل_مستوطن_بحش_قديم,عبد,0.02739091899296483
33,33_مراسل_مستوطن_بحش_قديم,مصور,0.027339031674244396
33,33_مراسل_مستوطن_بحش_قديم,خاروف,0.026668491136013904
33,33_مراسل_مستوطن_بحش_قديم,عصي,0.026668491136013904
34,34_نا_هاتف_ساعي_عسكري,نا,0.03483150481945173
34,34_نا_هاتف_ساعي_عسكري,هاتف,0.02636494288180182
34,34_نا_هاتف_ساعي_عسكري,ساعي,0.024059573503437827
34,34_نا_هاتف_ساعي_عسكري,عسكري,0.021558993186869362
34,34_نا_هاتف_ساعي_عسكري,حاجز,0.021335409717708923
34,34_نا_هاتف_ساعي_عسكري,طاق,0.020760323058457302
34,34_نا_هاتف_ساعي_عسكري,نقال,0.020527454463747437
34,34_نا_هاتف_ساعي_عسكري,جندي,0.02004449911723728
34,34_نا_هاتف_ساعي_عسكري,عند,0.019366244000952385
34,34_نا_هاتف_ساعي_عسكري,وا,0.0189278363968641
35,35_وا_ضرب_هاتفي_جامع,وا,0.03203151509408766
35,35_وا_ضرب_هاتفي_جامع,ضرب,0.02273687282500612
35,35_وا_ضرب_هاتفي_جامع,هاتفي,0.022704184456310356
35,35_وا_ضرب_هاتفي_جامع,جامع,0.019878245566763115
35,35_وا_ضرب_هاتفي_جامع,طلابي,0.01929061214902641
35,35_وا_ضرب_هاتفي_جامع,هم,0.01902354258118703
35,35_وا_ضرب_هاتفي_جامع,شاب,0.01828454168658435
35,35_وا_ضرب_هاتفي_جامع,نا,0.017728340747728
35,35_وا_ضرب_هاتفي_جامع,أمن,0.01731386586101625
35,35_وا_ضرب_هاتفي_جامع,شبيب,0.01593295282952011
36,36_مصور_خيمة_يمنى_شظية,مصور,0.05835784069448533
36,36_مصور_خيمة_يمنى_شظية,خيمة,0.04518589265048723
36,36_مصور_خيمة_يمنى_شظية,يمنى,0.03500031324854299
36,36_مصور_خيمة_يمنى_شظية,شظية,0.034385011219216485
36,36_مصور_خيمة_يمنى_شظية,حر,0.03320748389206272
36,36_مصور_خيمة_يمنى_شظية,محلي,0.028380507220233272
36,36_مصور_خيمة_يمنى_شظية,يد,0.028373564707767043
36,36_مصور_خيمة_يمنى_شظية,اصليح,0.028320684768653303
36,36_مصور_خيمة_يمنى_شظية,خزاع,0.027434328624345042
36,36_مصور_خيمة_يمنى_شظية,أدى,0.027034835808559303
37,37_قصف_غز_عائل_فرد,قصف,0.05174028679795227
37,37_قصف_غز_عائل_فرد,غز,0.04410244556258674
37,37_قصف_غز_عائل_فرد,عائل,0.0394520610814468
37,37_قصف_غز_عائل_فرد,فرد,0.03875059231329854
37,37_قصف_غز_عائل_فرد,إسليم,0.03487730284438205
37,37_قصف_غز_عائل_فرد,صواف,0.034472681523288626
37,37_قصف_غز_عائل_فرد,منزل,0.03381744597752574
37,37_قصف_غز_عائل_فرد,منصور,0.030401390109406862
37,37_قصف_غز_عائل_فرد,صحافي,0.028537727778050494
37,37_قصف_غز_عائل_فرد,قتل,0.02807442640551521
38,38_سوري_ها_حسب_خبر,سوري,0.034454954858434195
38,38_سوري_ها_حسب_خبر,ها,0.019975898863219096
38,38_سوري_ها_حسب_خبر,حسب,0.018855836604612004
38,38_سوري_ها_حسب_خبر,خبر,0.018727534304054275
38,38_سوري_ها_حسب_خبر,نظام,0.017691477626526918
38,38_سوري_ها_حسب_خبر,موقع,0.017309354543510767
38,38_سوري_ها_حسب_خبر,دمشق,0.01715403975277739
38,38_سوري_ها_حسب_خبر,يزبك,0.01714314221560334
38,38_سوري_ها_حسب_خبر,عبر,0.01593943358394331
38,38_سوري_ها_حسب_خبر,نشر,0.015513522536778316
39,39_سوريا_ديموقراطي_عمل_رق,سوريا,0.06308990415787573
39,39_سوريا_ديموقراطي_عمل_رق,ديموقراطي,0.06122382821821753
39,39_سوريا_ديموقراطي_عمل_رق,عمل,0.05284082399443368
39,39_سوريا_ديموقراطي_عمل_رق,رق,0.04606580822506019
39,39_سوريا_ديموقراطي_عمل_رق,اعتقال,0.043512636700223185
39,39_سوريا_ديموقراطي_عمل_رق,محتجز,0.041983282601272646
39,39_سوريا_ديموقراطي_عمل_رق,ات,0.041881366397031765
39,39_سوريا_ديموقراطي_عمل_رق,قو,0.029299325320750108
39,39_سوريا_ديموقراطي_عمل_رق,مذكر,0.028659350220968913
39,39_سوريا_ديموقراطي_عمل_رق,هم,0.027523799848261997
40,40_شرك_موقع_حسك_وسيط,شرك,0.04311469988100263
40,40_شرك_موقع_حسك_وسيط,موقع,0.0405180170913326
40,40_شرك_موقع_حسك_وسيط,حسك,0.03322162130376377
